window,summary_level,summary_key,method,n_points,mae,rmse,bias,max_abs_error,n_queries,n_not_applicable_queries
H60_H240,per_rho_x_regime,rho=0.95|G2,M3_B2000,37,0.055612023166227584,0.06016924939717846,0.055612023166227584,0.11064450461794517,1,0
H60_H240,per_rho_x_regime,rho=0.975|G0,M0,37,0.6406609189189189,0.6413752838443171,-0.6406609189189189,0.702088,1,0
H60_H240,per_rho_x_regime,rho=0.975|G0,M1,37,0.03756756756756759,0.03874727540552179,0.03756756756756759,0.05500000000000005,1,0
H60_H240,per_rho_x_regime,rho=0.975|G0,M2,37,0.024594594594594628,0.025150531125257593,0.024594594594594628,0.04055555555555568,1,0
H60_H240,per_rho_x_regime,rho=0.975|G0,M3_B1400,37,0.022739633750995095,0.023571071061647693,0.022739633750995095,0.04139517763893563,1,0
H60_H240,per_rho_x_regime,rho=0.975|G0,M3_B2000,37,0.020149722753277498,0.021036821939771126,0.020149722753277498,0.037998307758568495,1,0
H60_H240,per_rho_x_regime,rho=0.975|G1,M0,37,0.5274176756756758,0.5287244780084399,-0.5274176756756758,0.592088,1,0
H60_H240,per_rho_x_regime,rho=0.975|G1,M1,37,0.15081081081081082,0.15113534296084385,0.15081081081081082,0.17000000000000004,1,0
H60_H240,per_rho_x_regime,rho=0.975|G1,M2,37,0.08930930930930937,0.09007709143239166,0.08930930930930937,0.12222222222222245,1,0
H60_H240,per_rho_x_regime,rho=0.975|G1,M3_B1400,37,0.04325637177988985,0.04605861946207577,0.04325637177988985,0.08445083281463106,1,0
H60_H240,per_rho_x_regime,rho=0.975|G1,M3_B2000,37,0.03902018166612746,0.04276934200408658,0.03902018166612746,0.0831609727398045,1,0
H60_H240,per_rho_x_regime,rho=0.975|G2,M0,0,,,,,1,1
H60_H240,per_rho_x_regime,rho=0.975|G2,M1,37,0.3575675675675676,0.358678128689219,0.3575675675675676,0.405,1,0
H60_H240,per_rho_x_regime,rho=0.975|G2,M2,37,0.1712312312312312,0.17241335578818429,0.1712312312312312,0.2131481481481483,1,0
H60_H240,per_rho_x_regime,rho=0.975|G2,M3_B1400,37,0.03888641372508949,0.042753746690429514,0.03888641372508949,0.0721820004268936,1,0
H60_H240,per_rho_x_regime,rho=0.975|G2,M3_B2000,37,0.035356874374243466,0.03975018934051458,0.035356874374243466,0.06363945518766145,1,0
H60_H240,per_rho_x_regime,rho=0.983333333333333|G0,M0,37,0.5933111891891891,0.5945203571980684,-0.5933111891891891,0.664952,1,0
H60_H240,per_rho_x_regime,rho=0.983333333333333|G0,M1,37,0.04162162162162166,0.04205851779270071,0.04162162162162166,0.05500000000000005,1,0
H60_H240,per_rho_x_regime,rho=0.983333333333333|G0,M2,37,0.021201201201201215,0.022461549097391356,0.021201201201201215,0.040000000000000036,1,0
H60_H240,per_rho_x_regime,rho=0.983333333333333|G0,M3_B1400,37,0.023082059251901692,0.024004306896949188,0.023082059251901692,0.04069334726014806,1,0
H60_H240,per_rho_x_regime,rho=0.983333333333333|G0,M3_B2000,37,0.020093960335301746,0.02095334577606267,0.020093960335301746,0.03599714556647848,1,0
H60_H240,per_rho_x_regime,rho=0.983333333333333|G1,M0,37,0.479122,0.48129946680267627,-0.479122,0.56202,1,0
H60_H240,per_rho_x_regime,rho=0.983333333333333|G1,M1,37,0.15581081081081083,0.15665205030533394,0.15581081081081083,0.18000000000000005,1,0
H60_H240,per_rho_x_regime,rho=0.983333333333333|G1,M2,37,0.0546896896896897,0.056379073211542674,0.0546896896896897,0.08259259259259244,1,0
H60_H240,per_rho_x_regime,rho=0.983333333333333|G1,M3_B1400,37,0.03372700845989753,0.03684515351980524,0.03372700845989753,0.0658180377566372,1,0
H60_H240,per_rho_x_regime,rho=0.983333333333333|G1,M3_B2000,37,0.027226488703836663,0.03177450158602225,0.027226488703836663,0.061141865891712555,1,0
H60_H240,per_rho_x_regime,rho=0.983333333333333|G2,M0,0,,,,,1,1
H60_H240,per_rho_x_regime,rho=0.983333333333333|G2,M1,37,0.3579729729729729,0.35971741912454225,0.3579729729729729,0.42000000000000004,1,0
H60_H240,per_rho_x_regime,rho=0.983333333333333|G2,M2,37,0.0922172172172172,0.09363384003501835,0.0922172172172172,0.12277777777777776,1,0
H60_H240,per_rho_x_regime,rho=0.983333333333333|G2,M3_B1400,37,0.028523164741890872,0.03328682022565934,0.02614090844915701,0.05574690426161266,1,0
H60_H240,per_rho_x_regime,rho=0.983333333333333|G2,M3_B2000,37,0.025231331927402584,0.03067639071948985,0.02286915730024495,0.05259240269101639,1,0
H60_H240,per_rho_x_regime,rho=0.99|G0,M0,37,0.5715460810810811,0.5736015793549208,-0.5715460810810811,0.667635,1,0
H60_H240,per_rho_x_regime,rho=0.99|G0,M1,37,0.043378378378378414,0.04413584680249124,0.043378378378378414,0.06000000000000005,1,0
H60_H240,per_rho_x_regime,rho=0.99|G0,M2,37,0.016501501501501495,0.019046988942816843,0.008153153153153143,0.03500000000000003,1,0
H60_H240,per_rho_x_regime,rho=0.99|G0,M3_B1400,37,0.022165663313045158,0.023810051479806405,0.022165663313045158,0.04067591897369083,1,0
H60_H240,per_rho_x_regime,rho=0.99|G0,M3_B2000,37,0.018963370491621005,0.020901776128006293,0.018963370491621005,0.03799480493420326,1,0
H60_H240,per_rho_x_regime,rho=0.99|G1,M0,37,0.4719514864864865,0.47384053589797603,-0.4719514864864865,0.5536840000000001,1,0
H60_H240,per_rho_x_regime,rho=0.99|G1,M1,37,0.14297297297297296,0.14598685612808493,0.14297297297297296,0.18999999999999995,1,0
H60_H240,per_rho_x_regime,rho=0.99|G1,M2,37,0.02247247247247249,0.02547502216941745,-0.009529529529529495,0.04222222222222216,1,0
H60_H240,per_rho_x_regime,rho=0.99|G1,M3_B1400,37,0.02421605240356602,0.03251760631998532,0.022990472116101446,0.06795880928100273,1,0
H60_H240,per_rho_x_regime,rho=0.99|G1,M3_B2000,37,0.023789986041054898,0.02933875834588014,0.01558758929527843,0.06113911312456932,1,0
H60_H240,per_rho_x_regime,rho=0.99|G2,M0,0,,,,,1,1
H60_H240,per_rho_x_regime,rho=0.99|G2,M1,37,0.36,0.3624224054884025,0.36,0.43500000000000005,1,0
H60_H240,per_rho_x_regime,rho=0.99|G2,M2,37,0.02112112112112113,0.0285675838598284,0.015035035035035013,0.07277777777777772,1,0
H60_H240,per_rho_x_regime,rho=0.99|G2,M3_B1400,37,0.018506346425061868,0.023794845035353736,0.003975646536698196,0.0616243931848619,1,0
H60_H240,per_rho_x_regime,rho=0.99|G2,M3_B2000,37,0.019019959076700628,0.023711208477104995,0.0016817358432413322,0.05662277814484029,1,0
H60_H240,per_rho_x_regime,rho=0.995|G0,M0,37,0.5542113783783783,0.5581654723290856,-0.5542113783783783,0.666774,1,0
H60_H240,per_rho_x_regime,rho=0.995|G0,M1,37,0.04418918918918923,0.04544821823284763,0.04418918918918923,0.06000000000000005,1,0
H60_H240,per_rho_x_regime,rho=0.995|G0,M2,37,0.02878378378378377,0.03179128317142429,-0.02878378378378377,0.058333333333333126,1,0
H60_H240,per_rho_x_regime,rho=0.995|G0,M3_B1400,37,0.023717579252528678,0.02496024196195844,0.023717579252528678,0.03323453102984586,1,0
H60_H240,per_rho_x_regime,rho=0.995|G0,M3_B2000,37,0.0207835097401824,0.022093691307854817,0.0207835097401824,0.030698356048035058,1,0
H60_H240,per_rho_x_regime,rho=0.995|G1,M0,0,,,,,1,1
H60_H240,per_rho_x_regime,rho=0.995|G1,M1,37,0.1589189189189189,0.16337653409193098,0.1589189189189189,0.21499999999999997,1,0
H60_H240,per_rho_x_regime,rho=0.995|G1,M2,37,0.0834034034034034,0.08507596253279984,-0.0834034034034034,0.11611111111111105,1,0
H60_H240,per_rho_x_regime,rho=0.995|G1,M3_B1400,37,0.02136992196683303,0.02498013341012294,0.02006366014831941,0.05005175218380975,1,0
H60_H240,per_rho_x_regime,rho=0.995|G1,M3_B2000,37,0.018634093235719143,0.02306047215954825,0.015408017284194626,0.048126975458521626,1,0
H60_H240,per_rho_x_regime,rho=0.995|G2,M0,0,,,,,1,1
H60_H240,per_rho_x_regime,rho=0.995|G2,M1,37,0.39689189189189183,0.4034169930360771,0.39689189189189183,0.5349999999999999,1,0
H60_H240,per_rho_x_regime,rho=0.995|G2,M2,37,0.02341841841841842,0.027720177182656187,-0.017452452452452465,0.055185185185185115,1,0
H60_H240,per_rho_x_regime,rho=0.995|G2,M3_B1400,37,0.01645601460878926,0.019815135457074622,0.003979344118456329,0.04347009747657776,1,0
H60_H240,per_rho_x_regime,rho=0.995|G2,M3_B2000,37,0.015413610680109947,0.018921243890066265,0.0003584244240995631,0.041067314241149566,1,0
