replicate,mae_top1_1400,mae_uniform14_eq1400,mae_weighted14_eq1400,delta_weighted_minus_uniform,delta_weighted_minus_top1
49,0.03145302445302447,0.06121364221364225,0.04916762919899393,-0.012046013014648319,0.01771460474596946
50,0.03372200772200774,0.04620463320463324,0.035767231102124646,-0.010437402102508597,0.002045223380116909
51,0.02562033462033464,0.06855855855855857,0.05779036593200347,-0.010768192626555095,0.03217003131166883
52,0.026369369369369386,0.06818275418275418,0.05631308259873697,-0.011869671584017215,0.029943713229367584
53,0.027360360360360377,0.040643500643500634,0.03580186506023884,-0.004841635583261797,0.00844150469987846
54,0.03388159588159589,0.045425997425997434,0.036531433838005126,-0.008894563587992309,0.0026498379564092386
55,0.026872586872586892,0.08902960102960099,0.08029889240866445,-0.008730708620936542,0.05342630553607755
56,0.03285199485199487,0.05362162162162162,0.04329947047461052,-0.0103221511470111,0.010447475622615644
57,0.029212355212355226,0.06692664092664095,0.05470860993560608,-0.012218030991034877,0.02549625472325085
58,0.027382239382239396,0.03600900900900901,0.03797710056061671,0.001968091551607702,0.010594861178377317
59,0.03186615186615188,0.06254054054054053,0.05033457123812965,-0.012205969302410885,0.018468419371977768
60,0.022178893178893197,0.055081081081081104,0.0425835495035361,-0.012497531577545004,0.020404656324642903
61,0.026104247104247122,0.0646435006435006,0.05232572484535424,-0.012317775798146365,0.02622147774110712
62,0.030392535392535405,0.03911840411840413,0.031046047859713433,-0.008072356258690697,0.0006535124671780274
63,0.030608751608751626,0.06870141570141573,0.05878443471845408,-0.009916980982961655,0.028175683109702452
64,0.03010810810810812,0.058904761904761925,0.05036367508456961,-0.008541086820192313,0.02025556697646149
65,0.032612612612612626,0.05371814671814673,0.04343574660956313,-0.010282400108583598,0.010823133996950507
66,0.03149034749034751,0.049710424710424736,0.039800410160760226,-0.00991001454966451,0.008310062670412718
67,0.03121235521235523,0.0678893178893179,0.05719319081565789,-0.010696127073660008,0.025980835603302662
68,0.03293822393822396,0.03893693693693698,0.033119379287311235,-0.005817557649625743,0.00018115534908727526
69,0.037577863577863586,0.07461003861003859,0.0640622902982186,-0.010547748311819996,0.02648442672035501
70,0.03159974259974261,0.06107335907335908,0.04734576463811238,-0.013727594435246702,0.01574602203836977
71,0.023657657657657673,0.05324324324324326,0.04417498080809846,-0.009068262435144803,0.020517323150440785
72,0.026316602316602336,0.039391248391248426,0.03272616873685196,-0.006665079654396465,0.006409566420249625
73,0.029257400257400274,0.048988416988416966,0.03716756926357941,-0.011820847724837553,0.007910169006179139
