rho_global,regime,horizon,sigma_whitebox,sigma_m3_top1_existing,n_trajectories,variant_id,error_top1_existing,abs_error_top1_existing,diagnostic_role
0.975,G1,160.0,0.85,0.8833333333333333,900,M3Q_R01,0.033333333333333326,0.033333333333333326,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G1,165.0,0.855,0.88,900,M3Q_R01,0.025000000000000022,0.025000000000000022,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G1,170.0,0.855,0.8866666666666667,900,M3Q_R01,0.03166666666666673,0.03166666666666673,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G1,175.0,0.85,0.8766666666666667,900,M3Q_R01,0.026666666666666727,0.026666666666666727,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G1,180.0,0.85,0.8822222222222222,900,M3Q_R01,0.03222222222222226,0.03222222222222226,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G1,185.0,0.85,0.8855555555555555,900,M3Q_R01,0.03555555555555556,0.03555555555555556,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G1,190.0,0.845,0.88,900,M3Q_R01,0.03500000000000003,0.03500000000000003,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G1,195.0,0.855,0.8911111111111111,900,M3Q_R01,0.036111111111111094,0.036111111111111094,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G1,200.0,0.85,0.8877777777777778,900,M3Q_R01,0.0377777777777778,0.0377777777777778,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G1,205.0,0.855,0.8911111111111111,900,M3Q_R01,0.036111111111111094,0.036111111111111094,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G1,210.0,0.84,0.9,900,M3Q_R01,0.06000000000000005,0.06000000000000005,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G1,215.0,0.835,0.8977777777777778,900,M3Q_R01,0.06277777777777782,0.06277777777777782,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G1,220.0,0.84,0.9011111111111112,900,M3Q_R01,0.06111111111111123,0.06111111111111123,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G1,225.0,0.83,0.91,900,M3Q_R01,0.08000000000000007,0.08000000000000007,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G1,230.0,0.83,0.9022222222222224,900,M3Q_R01,0.07222222222222241,0.07222222222222241,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G1,235.0,0.855,0.91,900,M3Q_R01,0.05500000000000005,0.05500000000000005,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G1,240.0,0.85,0.9066666666666666,900,M3Q_R01,0.05666666666666664,0.05666666666666664,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,60.0,0.68,0.7266666666666667,900,M3Q_R01,0.046666666666666634,0.046666666666666634,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,65.0,0.695,0.7511111111111111,900,M3Q_R01,0.05611111111111111,0.05611111111111111,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,70.0,0.68,0.7311111111111112,900,M3Q_R01,0.05111111111111111,0.05111111111111111,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,75.0,0.695,0.7288888888888889,900,M3Q_R01,0.03388888888888897,0.03388888888888897,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,80.0,0.675,0.6977777777777778,900,M3Q_R01,0.022777777777777786,0.022777777777777786,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,85.0,0.67,0.6955555555555556,900,M3Q_R01,0.025555555555555554,0.025555555555555554,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,90.0,0.685,0.6988888888888889,900,M3Q_R01,0.01388888888888884,0.01388888888888884,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,95.0,0.66,0.6711111111111111,900,M3Q_R01,0.011111111111111072,0.011111111111111072,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,100.0,0.675,0.6777777777777778,900,M3Q_R01,0.002777777777777768,0.002777777777777768,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,105.0,0.675,0.6777777777777778,900,M3Q_R01,0.002777777777777768,0.002777777777777768,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,110.0,0.665,0.6655555555555556,900,M3Q_R01,0.0005555555555555314,0.0005555555555555314,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,115.0,0.675,0.6766666666666666,900,M3Q_R01,0.0016666666666665941,0.0016666666666665941,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,120.0,0.64,0.6566666666666666,900,M3Q_R01,0.016666666666666607,0.016666666666666607,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,125.0,0.65,0.6611111111111111,900,M3Q_R01,0.011111111111111072,0.011111111111111072,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,130.0,0.655,0.6844444444444444,900,M3Q_R01,0.029444444444444384,0.029444444444444384,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,135.0,0.64,0.6622222222222223,900,M3Q_R01,0.022222222222222254,0.022222222222222254,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,140.0,0.65,0.6688888888888889,900,M3Q_R01,0.018888888888888844,0.018888888888888844,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,145.0,0.65,0.6811111111111111,900,M3Q_R01,0.03111111111111109,0.03111111111111109,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,150.0,0.62,0.6666666666666666,900,M3Q_R01,0.046666666666666634,0.046666666666666634,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,155.0,0.64,0.67,900,M3Q_R01,0.030000000000000027,0.030000000000000027,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,160.0,0.615,0.6511111111111111,900,M3Q_R01,0.036111111111111094,0.036111111111111094,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,165.0,0.625,0.6644444444444444,900,M3Q_R01,0.03944444444444439,0.03944444444444439,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,170.0,0.625,0.6622222222222223,900,M3Q_R01,0.03722222222222227,0.03722222222222227,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,175.0,0.62,0.6488888888888888,900,M3Q_R01,0.028888888888888853,0.028888888888888853,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,180.0,0.63,0.6588888888888889,900,M3Q_R01,0.028888888888888853,0.028888888888888853,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,185.0,0.635,0.67,900,M3Q_R01,0.03500000000000003,0.03500000000000003,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,190.0,0.63,0.65,900,M3Q_R01,0.020000000000000018,0.020000000000000018,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,195.0,0.625,0.6644444444444444,900,M3Q_R01,0.03944444444444439,0.03944444444444439,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,200.0,0.605,0.6511111111111111,900,M3Q_R01,0.0461111111111111,0.0461111111111111,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,205.0,0.61,0.67,900,M3Q_R01,0.06000000000000005,0.06000000000000005,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,210.0,0.62,0.6811111111111111,900,M3Q_R01,0.061111111111111116,0.061111111111111116,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,215.0,0.605,0.6633333333333333,900,M3Q_R01,0.05833333333333335,0.05833333333333335,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,220.0,0.62,0.6622222222222223,900,M3Q_R01,0.04222222222222227,0.04222222222222227,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,225.0,0.61,0.6644444444444444,900,M3Q_R01,0.054444444444444406,0.054444444444444406,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,230.0,0.595,0.6533333333333333,900,M3Q_R01,0.05833333333333335,0.05833333333333335,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,235.0,0.62,0.6611111111111111,900,M3Q_R01,0.0411111111111111,0.0411111111111111,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.975,G2,240.0,0.605,0.6522222222222223,900,M3Q_R01,0.047222222222222276,0.047222222222222276,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,60.0,0.945,0.9633333333333334,900,M3Q_R01,0.018333333333333424,0.018333333333333424,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,65.0,0.95,0.9655555555555556,900,M3Q_R01,0.015555555555555656,0.015555555555555656,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,70.0,0.95,0.9633333333333334,900,M3Q_R01,0.01333333333333342,0.01333333333333342,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,75.0,0.95,0.9655555555555556,900,M3Q_R01,0.015555555555555656,0.015555555555555656,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,80.0,0.95,0.9622222222222222,900,M3Q_R01,0.012222222222222245,0.012222222222222245,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,85.0,0.955,0.9688888888888888,900,M3Q_R01,0.01388888888888884,0.01388888888888884,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,90.0,0.95,0.9666666666666668,900,M3Q_R01,0.01666666666666683,0.01666666666666683,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,95.0,0.95,0.9644444444444444,900,M3Q_R01,0.014444444444444482,0.014444444444444482,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,100.0,0.955,0.9688888888888888,900,M3Q_R01,0.01388888888888884,0.01388888888888884,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,105.0,0.955,0.9688888888888888,900,M3Q_R01,0.01388888888888884,0.01388888888888884,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,110.0,0.965,0.9755555555555556,900,M3Q_R01,0.010555555555555651,0.010555555555555651,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,115.0,0.965,0.9722222222222222,900,M3Q_R01,0.007222222222222241,0.007222222222222241,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,120.0,0.965,0.9711111111111111,900,M3Q_R01,0.006111111111111178,0.006111111111111178,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,125.0,0.96,0.9755555555555556,900,M3Q_R01,0.015555555555555656,0.015555555555555656,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,130.0,0.955,0.9744444444444444,900,M3Q_R01,0.019444444444444486,0.019444444444444486,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,135.0,0.96,0.9788888888888888,900,M3Q_R01,0.018888888888888844,0.018888888888888844,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,140.0,0.96,0.9788888888888888,900,M3Q_R01,0.018888888888888844,0.018888888888888844,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,145.0,0.965,0.9811111111111112,900,M3Q_R01,0.016111111111111187,0.016111111111111187,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,150.0,0.96,0.98,900,M3Q_R01,0.020000000000000018,0.020000000000000018,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,155.0,0.96,0.9788888888888888,900,M3Q_R01,0.018888888888888844,0.018888888888888844,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,160.0,0.965,0.9833333333333332,900,M3Q_R01,0.0183333333333332,0.0183333333333332,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,165.0,0.965,0.9811111111111112,900,M3Q_R01,0.016111111111111187,0.016111111111111187,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,170.0,0.965,0.9844444444444445,900,M3Q_R01,0.019444444444444486,0.019444444444444486,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,175.0,0.965,0.9844444444444445,900,M3Q_R01,0.019444444444444486,0.019444444444444486,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,180.0,0.965,0.9833333333333332,900,M3Q_R01,0.0183333333333332,0.0183333333333332,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,185.0,0.965,0.9844444444444445,900,M3Q_R01,0.019444444444444486,0.019444444444444486,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,190.0,0.965,0.9833333333333332,900,M3Q_R01,0.0183333333333332,0.0183333333333332,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,195.0,0.965,0.9844444444444445,900,M3Q_R01,0.019444444444444486,0.019444444444444486,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,200.0,0.96,0.9844444444444445,900,M3Q_R01,0.02444444444444449,0.02444444444444449,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,205.0,0.96,0.9855555555555556,900,M3Q_R01,0.025555555555555665,0.025555555555555665,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,210.0,0.96,0.9855555555555556,900,M3Q_R01,0.025555555555555665,0.025555555555555665,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,215.0,0.96,0.9855555555555556,900,M3Q_R01,0.025555555555555665,0.025555555555555665,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,220.0,0.96,0.9855555555555556,900,M3Q_R01,0.025555555555555665,0.025555555555555665,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,225.0,0.96,0.9855555555555556,900,M3Q_R01,0.025555555555555665,0.025555555555555665,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,230.0,0.955,0.9855555555555556,900,M3Q_R01,0.03055555555555567,0.03055555555555567,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,235.0,0.95,0.9855555555555556,900,M3Q_R01,0.035555555555555673,0.035555555555555673,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G0,240.0,0.95,0.9855555555555556,900,M3Q_R01,0.035555555555555673,0.035555555555555673,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,60.0,0.845,0.8677777777777778,900,M3Q_R01,0.022777777777777786,0.022777777777777786,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,65.0,0.865,0.8766666666666667,900,M3Q_R01,0.011666666666666714,0.011666666666666714,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,70.0,0.86,0.8677777777777778,900,M3Q_R01,0.007777777777777772,0.007777777777777772,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,75.0,0.88,0.8755555555555555,900,M3Q_R01,-0.004444444444444473,0.004444444444444473,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,80.0,0.87,0.8655555555555555,900,M3Q_R01,-0.004444444444444473,0.004444444444444473,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,85.0,0.875,0.8788888888888889,900,M3Q_R01,0.0038888888888889417,0.0038888888888889417,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,90.0,0.865,0.8688888888888889,900,M3Q_R01,0.0038888888888889417,0.0038888888888889417,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,95.0,0.85,0.8611111111111112,900,M3Q_R01,0.011111111111111183,0.011111111111111183,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,100.0,0.855,0.8644444444444445,900,M3Q_R01,0.009444444444444478,0.009444444444444478,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,105.0,0.855,0.8577777777777778,900,M3Q_R01,0.002777777777777768,0.002777777777777768,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,110.0,0.855,0.8744444444444445,900,M3Q_R01,0.019444444444444486,0.019444444444444486,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,115.0,0.855,0.8655555555555555,900,M3Q_R01,0.01055555555555554,0.01055555555555554,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,120.0,0.85,0.8588888888888889,900,M3Q_R01,0.008888888888888946,0.008888888888888946,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,125.0,0.86,0.8622222222222222,900,M3Q_R01,0.0022222222222222365,0.0022222222222222365,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,130.0,0.845,0.8555555555555555,900,M3Q_R01,0.01055555555555554,0.01055555555555554,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,135.0,0.865,0.8655555555555555,900,M3Q_R01,0.0005555555555555314,0.0005555555555555314,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,140.0,0.855,0.8566666666666667,900,M3Q_R01,0.0016666666666667052,0.0016666666666667052,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,145.0,0.84,0.8633333333333333,900,M3Q_R01,0.023333333333333317,0.023333333333333317,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,150.0,0.83,0.8555555555555555,900,M3Q_R01,0.025555555555555554,0.025555555555555554,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,155.0,0.83,0.8477777777777777,900,M3Q_R01,0.01777777777777778,0.01777777777777778,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,160.0,0.83,0.8666666666666667,900,M3Q_R01,0.036666666666666736,0.036666666666666736,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,165.0,0.83,0.8588888888888889,900,M3Q_R01,0.028888888888888964,0.028888888888888964,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,170.0,0.85,0.8622222222222222,900,M3Q_R01,0.012222222222222245,0.012222222222222245,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,175.0,0.84,0.8544444444444445,900,M3Q_R01,0.014444444444444482,0.014444444444444482,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,180.0,0.83,0.8511111111111112,900,M3Q_R01,0.02111111111111119,0.02111111111111119,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,185.0,0.84,0.8555555555555555,900,M3Q_R01,0.015555555555555545,0.015555555555555545,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,190.0,0.835,0.8522222222222222,900,M3Q_R01,0.01722222222222225,0.01722222222222225,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,195.0,0.835,0.8611111111111112,900,M3Q_R01,0.026111111111111196,0.026111111111111196,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,200.0,0.82,0.8588888888888889,900,M3Q_R01,0.03888888888888897,0.03888888888888897,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,205.0,0.82,0.8722222222222222,900,M3Q_R01,0.05222222222222228,0.05222222222222228,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,210.0,0.82,0.8688888888888889,900,M3Q_R01,0.04888888888888898,0.04888888888888898,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,215.0,0.82,0.8644444444444445,900,M3Q_R01,0.04444444444444451,0.04444444444444451,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,220.0,0.835,0.8666666666666667,900,M3Q_R01,0.03166666666666673,0.03166666666666673,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,225.0,0.83,0.8644444444444445,900,M3Q_R01,0.0344444444444445,0.0344444444444445,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,230.0,0.835,0.8722222222222222,900,M3Q_R01,0.03722222222222227,0.03722222222222227,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,235.0,0.83,0.8677777777777778,900,M3Q_R01,0.0377777777777778,0.0377777777777778,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G1,240.0,0.83,0.8633333333333333,900,M3Q_R01,0.033333333333333326,0.033333333333333326,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,60.0,0.655,0.7211111111111111,900,M3Q_R01,0.06611111111111112,0.06611111111111112,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,65.0,0.685,0.7422222222222222,900,M3Q_R01,0.057222222222222174,0.057222222222222174,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,70.0,0.665,0.7155555555555555,900,M3Q_R01,0.050555555555555465,0.050555555555555465,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,75.0,0.715,0.7377777777777778,900,M3Q_R01,0.022777777777777786,0.022777777777777786,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,80.0,0.7,0.7111111111111111,900,M3Q_R01,0.011111111111111183,0.011111111111111183,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,85.0,0.7,0.7144444444444444,900,M3Q_R01,0.014444444444444482,0.014444444444444482,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,90.0,0.68,0.6922222222222222,900,M3Q_R01,0.012222222222222134,0.012222222222222134,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,95.0,0.655,0.6666666666666666,900,M3Q_R01,0.011666666666666603,0.011666666666666603,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,100.0,0.675,0.6866666666666666,900,M3Q_R01,0.011666666666666603,0.011666666666666603,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,105.0,0.65,0.6611111111111111,900,M3Q_R01,0.011111111111111072,0.011111111111111072,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,110.0,0.685,0.6811111111111111,900,M3Q_R01,-0.0038888888888889417,0.0038888888888889417,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,115.0,0.675,0.6688888888888889,900,M3Q_R01,-0.006111111111111178,0.006111111111111178,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,120.0,0.655,0.6488888888888888,900,M3Q_R01,-0.006111111111111178,0.006111111111111178,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,125.0,0.69,0.6611111111111111,900,M3Q_R01,-0.028888888888888853,0.028888888888888853,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,130.0,0.68,0.6466666666666666,900,M3Q_R01,-0.03333333333333344,0.03333333333333344,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,135.0,0.665,0.6633333333333333,900,M3Q_R01,-0.0016666666666667052,0.0016666666666667052,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,140.0,0.655,0.6422222222222222,900,M3Q_R01,-0.012777777777777777,0.012777777777777777,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,145.0,0.665,0.6688888888888889,900,M3Q_R01,0.0038888888888888307,0.0038888888888888307,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,150.0,0.63,0.6566666666666666,900,M3Q_R01,0.026666666666666616,0.026666666666666616,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,155.0,0.615,0.6411111111111111,900,M3Q_R01,0.026111111111111085,0.026111111111111085,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,160.0,0.615,0.6522222222222223,900,M3Q_R01,0.03722222222222227,0.03722222222222227,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,165.0,0.615,0.6388888888888888,900,M3Q_R01,0.02388888888888885,0.02388888888888885,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,170.0,0.615,0.6466666666666666,900,M3Q_R01,0.03166666666666662,0.03166666666666662,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,175.0,0.61,0.6344444444444445,900,M3Q_R01,0.02444444444444449,0.02444444444444449,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,180.0,0.6,0.6266666666666667,900,M3Q_R01,0.026666666666666727,0.026666666666666727,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,185.0,0.615,0.64,900,M3Q_R01,0.025000000000000022,0.025000000000000022,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,190.0,0.615,0.6266666666666667,900,M3Q_R01,0.011666666666666714,0.011666666666666714,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,195.0,0.625,0.6477777777777778,900,M3Q_R01,0.022777777777777786,0.022777777777777786,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,200.0,0.61,0.6322222222222222,900,M3Q_R01,0.022222222222222254,0.022222222222222254,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,205.0,0.625,0.6533333333333333,900,M3Q_R01,0.02833333333333332,0.02833333333333332,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,210.0,0.615,0.6477777777777778,900,M3Q_R01,0.032777777777777795,0.032777777777777795,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,215.0,0.61,0.6311111111111111,900,M3Q_R01,0.02111111111111108,0.02111111111111108,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,220.0,0.605,0.6433333333333333,900,M3Q_R01,0.03833333333333333,0.03833333333333333,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,225.0,0.6,0.6266666666666667,900,M3Q_R01,0.026666666666666727,0.026666666666666727,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,230.0,0.61,0.6388888888888888,900,M3Q_R01,0.028888888888888853,0.028888888888888853,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
