provider,arm,provider_id,region_id,horizon,region_rho,rho,sigma_i1,sigma_m1_local,p_i1_jeffreys,p_reconstruction_jeffreys,bernoulli_kl,error
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,200.0,0.9833333333333332,0.95,1.0,1.0,0.995049504950495,0.995049504950495,0.0,0.0
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,205.0,0.9833333333333332,0.95,1.0,1.0,0.995049504950495,0.995049504950495,0.0,0.0
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,210.0,0.9833333333333332,0.95,1.0,1.0,0.995049504950495,0.995049504950495,0.0,0.0
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,215.0,0.9833333333333332,0.95,1.0,1.0,0.995049504950495,0.995049504950495,0.0,0.0
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,220.0,0.9833333333333332,0.95,1.0,1.0,0.995049504950495,0.995049504950495,0.0,0.0
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,225.0,0.9833333333333332,0.95,1.0,1.0,0.995049504950495,0.995049504950495,0.0,0.0
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,230.0,0.9833333333333332,0.95,1.0,1.0,0.995049504950495,0.995049504950495,0.0,0.0
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,235.0,0.9833333333333332,0.95,1.0,1.0,0.995049504950495,0.995049504950495,0.0,0.0
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,240.0,0.9833333333333332,0.95,1.0,1.0,0.995049504950495,0.995049504950495,0.0,0.0
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,5.0,0.9833333333333332,0.975,0.71,0.56,0.7079207920792079,0.5594059405940595,0.04661132389872881,-0.1499999999999999
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,10.0,0.9833333333333332,0.975,0.83,0.78,0.8267326732673267,0.7772277227722773,0.0075045157950443045,-0.04999999999999993
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,15.0,0.9833333333333332,0.975,0.67,0.65,0.6683168316831684,0.6485148514851485,0.0008678722497975945,-0.020000000000000018
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,20.0,0.9833333333333332,0.975,0.78,0.74,0.7772277227722773,0.7376237623762376,0.004196521465674279,-0.040000000000000036
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,25.0,0.9833333333333332,0.975,0.85,0.8,0.8465346534653465,0.7970297029702971,0.008104906043651702,-0.04999999999999993
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,30.0,0.9833333333333332,0.975,0.77,0.68,0.7673267326732673,0.6782178217821783,0.01928012482377059,-0.08999999999999997
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,35.0,0.9833333333333332,0.975,0.79,0.76,0.7871287128712872,0.7574257425742574,0.0024726277608208974,-0.030000000000000027
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,40.0,0.9833333333333332,0.975,0.74,0.69,0.7376237623762376,0.6881188118811881,0.005894626083720586,-0.050000000000000044
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,45.0,0.9833333333333332,0.975,0.79,0.73,0.7871287128712872,0.7277227722772277,0.009372598341706333,-0.06000000000000005
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,50.0,0.9833333333333332,0.975,0.85,0.83,0.8465346534653465,0.8267326732673267,0.001412572631472337,-0.020000000000000018
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,55.0,0.9833333333333332,0.975,0.84,0.73,0.8366336633663366,0.7277227722772277,0.03323034689165981,-0.10999999999999999
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,60.0,0.9833333333333332,0.975,0.84,0.78,0.8366336633663366,0.7772277227722773,0.010951629129250788,-0.05999999999999994
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,65.0,0.9833333333333332,0.975,0.87,0.82,0.8663366336633663,0.8168316831683168,0.008860887350179203,-0.050000000000000044
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,70.0,0.9833333333333332,0.975,0.83,0.75,0.8267326732673267,0.7475247524752475,0.018032271941998995,-0.07999999999999996
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,75.0,0.9833333333333332,0.975,0.88,0.83,0.8762376237623762,0.8267326732673267,0.009315801743919695,-0.050000000000000044
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,80.0,0.9833333333333332,0.975,0.82,0.73,0.8168316831683168,0.7277227722772277,0.02174386776900583,-0.08999999999999997
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,85.0,0.9833333333333332,0.975,0.85,0.79,0.8465346534653465,0.7871287128712872,0.011377471954625483,-0.05999999999999994
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,90.0,0.9833333333333332,0.975,0.9,0.87,0.8960396039603961,0.8663366336633663,0.004079694975541479,-0.030000000000000027
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,95.0,0.9833333333333332,0.975,0.89,0.83,0.8861386138613861,0.8267326732673267,0.01368578403470258,-0.06000000000000005
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,100.0,0.9833333333333332,0.975,0.91,0.89,0.905940594059406,0.8861386138613861,0.0020510594189622963,-0.020000000000000018
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,105.0,0.9833333333333332,0.975,0.95,0.88,0.9455445544554455,0.8762376237623762,0.027271483972954445,-0.06999999999999995
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,110.0,0.9833333333333332,0.975,0.91,0.85,0.905940594059406,0.8465346534653465,0.01539662796503892,-0.06000000000000005
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,115.0,0.9833333333333332,0.975,0.92,0.86,0.9158415841584159,0.8564356435643564,0.01647267523062669,-0.06000000000000005
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,120.0,0.9833333333333332,0.975,0.9,0.83,0.8960396039603961,0.8267326732673267,0.019028438181168186,-0.07000000000000006
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,125.0,0.9833333333333332,0.975,0.9,0.85,0.8960396039603961,0.8465346534653465,0.010436132822459664,-0.050000000000000044
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,130.0,0.9833333333333332,0.975,0.93,0.86,0.9257425742574258,0.8564356435643564,0.023084647264648935,-0.07000000000000006
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,135.0,0.9833333333333332,0.975,0.9,0.84,0.8960396039603961,0.8366336633663366,0.014478255739772163,-0.06000000000000005
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,140.0,0.9833333333333332,0.975,0.95,0.87,0.9455445544554455,0.8663366336633663,0.03382547629826522,-0.07999999999999996
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,145.0,0.9833333333333332,0.975,0.97,0.87,0.9653465346534653,0.8663366336633663,0.057683970228724145,-0.09999999999999998
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,150.0,0.9833333333333332,0.975,0.96,0.84,0.9554455445544554,0.8366336633663366,0.06898617634315538,-0.12
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,155.0,0.9833333333333332,0.975,0.98,0.88,0.9752475247524752,0.8762376237623762,0.06456657268400447,-0.09999999999999998
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,160.0,0.9833333333333332,0.975,0.97,0.86,0.9653465346534653,0.8564356435643564,0.0663037288432951,-0.10999999999999999
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,165.0,0.9833333333333332,0.975,0.97,0.86,0.9653465346534653,0.8564356435643564,0.0663037288432951,-0.10999999999999999
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,170.0,0.9833333333333332,0.975,0.97,0.91,0.9653465346534653,0.905940594059406,0.02670996190631498,-0.05999999999999994
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,175.0,0.9833333333333332,0.975,0.96,0.88,0.9554455445544554,0.8762376237623762,0.037165578436168634,-0.07999999999999996
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,180.0,0.9833333333333332,0.975,0.95,0.9,0.9455445544554455,0.8960396039603961,0.015635608767118767,-0.04999999999999993
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,185.0,0.9833333333333332,0.975,0.98,0.9,0.9752475247524752,0.8960396039603961,0.04708810284935369,-0.07999999999999996
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,190.0,0.9833333333333332,0.975,0.97,0.89,0.9653465346534653,0.8861386138613861,0.04142372927161649,-0.07999999999999996
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,195.0,0.9833333333333332,0.975,0.98,0.9,0.9752475247524752,0.8960396039603961,0.04708810284935369,-0.07999999999999996
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,200.0,0.9833333333333332,0.975,0.96,0.85,0.9554455445544554,0.8465346534653465,0.06053107133311483,-0.10999999999999999
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,205.0,0.9833333333333332,0.975,0.97,0.88,0.9653465346534653,0.8762376237623762,0.04938097196704812,-0.08999999999999997
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,210.0,0.9833333333333332,0.975,0.98,0.9,0.9752475247524752,0.8960396039603961,0.04708810284935369,-0.07999999999999996
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,215.0,0.9833333333333332,0.975,0.98,0.89,0.9752475247524752,0.8861386138613861,0.05567252125386017,-0.08999999999999997
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,220.0,0.9833333333333332,0.975,0.99,0.92,0.9851485148514851,0.9158415841584159,0.046104196848628765,-0.06999999999999995
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,225.0,0.9833333333333332,0.975,0.99,0.93,0.9851485148514851,0.9257425742574258,0.03736995855846017,-0.05999999999999994
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,230.0,0.9833333333333332,0.975,0.99,0.91,0.9851485148514851,0.905940594059406,0.05516057244176337,-0.07999999999999996
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,235.0,0.9833333333333332,0.975,0.99,0.93,0.9851485148514851,0.9257425742574258,0.03736995855846017,-0.05999999999999994
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,240.0,0.9833333333333332,0.975,0.99,0.91,0.9851485148514851,0.905940594059406,0.05516057244176337,-0.07999999999999996
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,5.0,0.9833333333333332,0.9833333333333332,0.71,0.56,0.7079207920792079,0.5594059405940595,0.04661132389872881,-0.1499999999999999
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,10.0,0.9833333333333332,0.9833333333333332,0.47,0.33,0.47029702970297027,0.3316831683168317,0.041093019081295146,-0.13999999999999996
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,15.0,0.9833333333333332,0.9833333333333332,0.67,0.65,0.6683168316831684,0.6485148514851485,0.0008678722497975945,-0.020000000000000018
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,20.0,0.9833333333333332,0.9833333333333332,0.52,0.49,0.5198019801980198,0.4900990099009901,0.001764879004759714,-0.030000000000000027
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,25.0,0.9833333333333332,0.9833333333333332,0.68,0.61,0.6782178217821783,0.6089108910891089,0.010342536065801697,-0.07000000000000006
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,30.0,0.9833333333333332,0.9833333333333332,0.55,0.56,0.5495049504950495,0.5594059405940595,0.00019856394063324546,0.010000000000000009
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,35.0,0.9833333333333332,0.9833333333333332,0.48,0.47,0.4801980198019802,0.47029702970297027,0.0001966117703736843,-0.010000000000000009
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,40.0,0.9833333333333332,0.9833333333333332,0.63,0.48,0.6287128712871287,0.4801980198019802,0.04449528694911142,-0.15000000000000002
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,45.0,0.9833333333333332,0.9833333333333332,0.58,0.42,0.5792079207920792,0.4207920792079208,0.05061745398929732,-0.15999999999999998
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,50.0,0.9833333333333332,0.9833333333333332,0.66,0.48,0.6584158415841584,0.4801980198019802,0.06440573548953024,-0.18000000000000005
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,55.0,0.9833333333333332,0.9833333333333332,0.53,0.39,0.5297029702970297,0.3910891089108911,0.039220574332298946,-0.14
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,60.0,0.9833333333333332,0.9833333333333332,0.47,0.33,0.47029702970297027,0.3316831683168317,0.041093019081295146,-0.13999999999999996
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,65.0,0.9833333333333332,0.9833333333333332,0.52,0.4,0.5198019801980198,0.400990099009901,0.02873246295979273,-0.12
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,70.0,0.9833333333333332,0.9833333333333332,0.44,0.36,0.4405940594059406,0.3613861386138614,0.013236477552372186,-0.08000000000000002
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,75.0,0.9833333333333332,0.9833333333333332,0.52,0.45,0.5198019801980198,0.4504950495049505,0.009644178068328804,-0.07
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,80.0,0.9833333333333332,0.9833333333333332,0.48,0.39,0.4801980198019802,0.3910891089108911,0.016321795435461223,-0.08999999999999997
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,85.0,0.9833333333333332,0.9833333333333332,0.54,0.46,0.5396039603960396,0.4603960396039604,0.01257412982779306,-0.08000000000000002
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,90.0,0.9833333333333332,0.9833333333333332,0.5,0.43,0.5,0.4306930693069307,0.00970039333234253,-0.07
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,95.0,0.9833333333333332,0.9833333333333332,0.44,0.33,0.4405940594059406,0.3316831683168317,0.025592907580774454,-0.10999999999999999
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,100.0,0.9833333333333332,0.9833333333333332,0.54,0.38,0.5396039603960396,0.3811881188118812,0.05138962116368284,-0.16000000000000003
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,105.0,0.9833333333333332,0.9833333333333332,0.49,0.32,0.4900990099009901,0.3217821782178218,0.06075037559906904,-0.16999999999999998
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,110.0,0.9833333333333332,0.9833333333333332,0.58,0.38,0.5792079207920792,0.3811881188118812,0.08003863933385028,-0.19999999999999996
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,115.0,0.9833333333333332,0.9833333333333332,0.51,0.31,0.5099009900990099,0.3118811881188119,0.08434730075599273,-0.2
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,120.0,0.9833333333333332,0.9833333333333332,0.47,0.26,0.47029702970297027,0.2623762376237624,0.09906437359336451,-0.20999999999999996
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,125.0,0.9833333333333332,0.9833333333333332,0.51,0.36,0.5099009900990099,0.3613861386138614,0.04581782416280725,-0.15000000000000002
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,130.0,0.9833333333333332,0.9833333333333332,0.48,0.29,0.4801980198019802,0.29207920792079206,0.07818308636249038,-0.19
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,135.0,0.9833333333333332,0.9833333333333332,0.59,0.35,0.5891089108910891,0.35148514851485146,0.1167286283850372,-0.24
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,140.0,0.9833333333333332,0.9833333333333332,0.56,0.34,0.5594059405940595,0.3415841584158416,0.09895224252192344,-0.22000000000000003
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,145.0,0.9833333333333332,0.9833333333333332,0.6,0.36,0.599009900990099,0.3613861386138614,0.11609227927436855,-0.24
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,150.0,0.9833333333333332,0.9833333333333332,0.54,0.35,0.5396039603960396,0.35148514851485146,0.07358026916346039,-0.19000000000000006
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,155.0,0.9833333333333332,0.9833333333333332,0.49,0.27,0.4900990099009901,0.2722772277227723,0.10670004541956643,-0.21999999999999997
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,160.0,0.9833333333333332,0.9833333333333332,0.58,0.36,0.5792079207920792,0.3613861386138614,0.09768266429658648,-0.21999999999999997
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,165.0,0.9833333333333332,0.9833333333333332,0.47,0.31,0.47029702970297027,0.3118811881188119,0.05457663434304816,-0.15999999999999998
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,170.0,0.9833333333333332,0.9833333333333332,0.55,0.35,0.5495049504950495,0.35148514851485146,0.081414082553523,-0.20000000000000007
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,175.0,0.9833333333333332,0.9833333333333332,0.55,0.32,0.5495049504950495,0.3217821782178218,0.10975651598973943,-0.23000000000000004
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,180.0,0.9833333333333332,0.9833333333333332,0.54,0.24,0.5396039603960396,0.24257425742574257,0.20222541011225081,-0.30000000000000004
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,185.0,0.9833333333333332,0.9833333333333332,0.6,0.32,0.599009900990099,0.3217821782178218,0.16149367770407422,-0.27999999999999997
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,190.0,0.9833333333333332,0.9833333333333332,0.52,0.27,0.5198019801980198,0.2722772277227723,0.13648938769515448,-0.25
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,195.0,0.9833333333333332,0.9833333333333332,0.62,0.29,0.6188118811881188,0.29207920792079206,0.22861889914501743,-0.33
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,200.0,0.9833333333333332,0.9833333333333332,0.58,0.24,0.5792079207920792,0.24257425742574257,0.2567797474045248,-0.33999999999999997
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,205.0,0.9833333333333332,0.9833333333333332,0.61,0.27,0.6089108910891089,0.2722772277227723,0.24722227681479186,-0.33999999999999997
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,210.0,0.9833333333333332,0.9833333333333332,0.58,0.24,0.5792079207920792,0.24257425742574257,0.2567797474045248,-0.33999999999999997
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,215.0,0.9833333333333332,0.9833333333333332,0.56,0.2,0.5594059405940595,0.20297029702970298,0.30596449702698497,-0.36000000000000004
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,220.0,0.9833333333333332,0.9833333333333332,0.57,0.21,0.5693069306930693,0.21287128712871287,0.30033921874654806,-0.36
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,225.0,0.9833333333333332,0.9833333333333332,0.55,0.19,0.5495049504950495,0.19306930693069307,0.3121755269549323,-0.36000000000000004
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,230.0,0.9833333333333332,0.9833333333333332,0.61,0.25,0.6089108910891089,0.2524752475247525,0.2826999808031235,-0.36
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,235.0,0.9833333333333332,0.9833333333333332,0.59,0.21,0.5891089108910891,0.21287128712871287,0.3325623939384974,-0.38
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,240.0,0.9833333333333332,0.9833333333333332,0.52,0.19,0.5198019801980198,0.19306930693069307,0.2655696007896003,-0.33
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,5.0,0.9833333333333332,0.99,0.71,0.56,0.7079207920792079,0.5594059405940595,0.04661132389872881,-0.1499999999999999
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,10.0,0.9833333333333332,0.99,0.47,0.33,0.47029702970297027,0.3316831683168317,0.041093019081295146,-0.13999999999999996
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,15.0,0.9833333333333332,0.99,0.31,0.23,0.3118811881188119,0.23267326732673269,0.016405813407543213,-0.07999999999999999
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,20.0,0.9833333333333332,0.99,0.21,0.13,0.21287128712871287,0.13366336633663367,0.023591178395124313,-0.07999999999999999
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,25.0,0.9833333333333332,0.99,0.42,0.33,0.4207920792079208,0.3316831683168317,0.017245967561812015,-0.08999999999999997
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,30.0,0.9833333333333332,0.99,0.34,0.27,0.3415841584158416,0.2722772277227723,0.011565638851939203,-0.07
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,35.0,0.9833333333333332,0.99,0.31,0.18,0.3118811881188119,0.18316831683168316,0.04799561930230618,-0.13
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,40.0,0.9833333333333332,0.99,0.24,0.15,0.24257425742574257,0.15346534653465346,0.026813363444476254,-0.09
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,45.0,0.9833333333333332,0.99,0.35,0.26,0.35148514851485146,0.2623762376237624,0.019274399347665616,-0.08999999999999997
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,50.0,0.9833333333333332,0.99,0.26,0.22,0.2623762376237624,0.22277227722772278,0.004355119056490227,-0.04000000000000001
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,55.0,0.9833333333333332,0.99,0.22,0.15,0.22277227722772278,0.15346534653465346,0.016632677755443456,-0.07
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,60.0,0.9833333333333332,0.99,0.15,0.13,0.15346534653465346,0.13366336633663367,0.0016273619501943233,-0.01999999999999999
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,65.0,0.9833333333333332,0.99,0.23,0.2,0.23267326732673269,0.20297029702970298,0.002634983639414522,-0.03
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,70.0,0.9833333333333332,0.99,0.19,0.16,0.19306930693069307,0.16336633663366337,0.003083670796558382,-0.03
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,75.0,0.9833333333333332,0.99,0.18,0.11,0.18316831683168316,0.11386138613861387,0.02055951489271783,-0.06999999999999999
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,80.0,0.9833333333333332,0.99,0.15,0.09,0.15346534653465346,0.09405940594059406,0.01771450995520653,-0.06
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,85.0,0.9833333333333332,0.99,0.18,0.12,0.18316831683168316,0.12376237623762376,0.014464626567459789,-0.06
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,90.0,0.9833333333333332,0.99,0.13,0.1,0.13366336633663367,0.10396039603960396,0.004386408557821363,-0.03
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,95.0,0.9833333333333332,0.99,0.12,0.09,0.12376237623762376,0.09405940594059406,0.004754330471189377,-0.03
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,100.0,0.9833333333333332,0.99,0.09,0.07,0.09405940594059406,0.07425742574257427,0.002645920142629099,-0.01999999999999999
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,105.0,0.9833333333333332,0.99,0.19,0.11,0.19306930693069307,0.11386138613861387,0.026396169095438543,-0.08
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,110.0,0.9833333333333332,0.99,0.15,0.07,0.15346534653465346,0.07425742574257427,0.03568783061728484,-0.07999999999999999
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,115.0,0.9833333333333332,0.99,0.1,0.05,0.10396039603960396,0.054455445544554455,0.019037834881685957,-0.05
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,120.0,0.9833333333333332,0.99,0.09,0.04,0.09405940594059406,0.04455445544554455,0.022082846708713785,-0.049999999999999996
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,125.0,0.9833333333333332,0.99,0.15,0.06,0.15346534653465346,0.06435643564356436,0.04864307843805883,-0.09
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,130.0,0.9833333333333332,0.99,0.1,0.04,0.10396039603960396,0.04455445544554455,0.030565809581492444,-0.060000000000000005
ProviderA,TOP1_M3_LOCAL_REPLAY,ProviderA,rho_region_0p983333333,135.0,0.9833333333333332,0.99,0.08,0.03,0.08415841584158416,0.034653465346534656,0.026460710991149966,-0.05
